PlanId,StepId,StepInfo,ActionType,ActionName,Input,Output,Expected,Critical
PGen_Custom_D1,10,Domain keyword check,xUI,xGetText,body_locator,,expect_any_ypad,Y
PGen_Custom_D1,11,Download CTA present,xUI,xGetText,body_locator,,text_download,Y
PGen_Custom_D2,1,Reuse open home,xReuse,PReuse_Open,,,,Y
PGen_Custom_D2,2,Settle,xTime,xTimeWait,1,,,Y
PGen_Custom_D2,3,Type custom prompt,xUI,xType,type_prompt_custom,,,Y
PGen_Custom_D2,4,Generate enabled settle,xTime,xTimeWait,1,,,Y
PGen_Custom_D2,5,Click Generate,xUI,xClick,btn_generate,,,Y
PGen_Custom_D2,6,Wait AI response,xTime,xTimeWait,20,,,Y
PGen_Custom_D2,7,Result panel marker,xUI,xGetText,body_locator,,text_ai_generated,Y
PGen_Custom_D2,8,Has y1Plans section,xUI,xGetText,body_locator,,text_y1,Y
PGen_Custom_D2,9,Has y2Actions section,xUI,xGetText,body_locator,,text_y2,Y
PGen_Custom_D2,10,Domain keyword check,xUI,xGetText,body_locator,,expect_any_ypad,Y
PGen_Custom_D2,11,Download CTA present,xUI,xGetText,body_locator,,text_download,Y
PGen_Custom_D3,1,Reuse open home,xReuse,PReuse_Open,,,,Y
PGen_Custom_D3,2,Settle,xTime,xTimeWait,1,,,Y
PGen_Custom_D3,3,Type custom prompt,xUI,xType,type_prompt_custom,,,Y
PGen_Custom_D3,4,Generate enabled settle,xTime,xTimeWait,1,,,Y
PGen_Custom_D3,5,Click Generate,xUI,xClick,btn_generate,,,Y
PGen_Custom_D3,6,Wait AI response,xTime,xTimeWait,20,,,Y
PGen_Custom_D3,7,Result panel marker,xUI,xGetText,body_locator,,text_ai_generated,Y
PGen_Custom_D3,8,Has y1Plans section,xUI,xGetText,body_locator,,text_y1,Y
PGen_Custom_D3,9,Has y2Actions section,xUI,xGetText,body_locator,,text_y2,Y
PGen_Custom_D3,10,Domain keyword check,xUI,xGetText,body_locator,,expect_any_ypad,Y
PGen_Custom_D3,11,Download CTA present,xUI,xGetText,body_locator,,text_download,Y
PMan_Quality,1,Reuse open home,xReuse,PReuse_Open,,,,Y
PMan_Quality,2,Hunter judges usefulness of generated yPAD,xUI,xGetText,body_locator,,text_ai_generated,N
PMan_Hallucination,1,Reuse open home,xReuse,PReuse_Open,,,,Y
PMan_Hallucination,2,Hunter checks ActionNames exist in xCapa,xUI,xGetText,body_locator,,text_ai_generated,N
PMan_MultiTurn,1,Reuse open home,xReuse,PReuse_Open,,,,Y
PMan_MultiTurn,2,Hunter sends follow-up refine prompt,xUI,xGetText,prompt_locator,,,N
