PlanId,StepId,StepInfo,ActionType,ActionName,Input,Output,Expected,Critical
PInet_UI_DynLoading2,4,Start,xUI,xClick,btn_start,,,Y
PInet_UI_DynLoading2,5,Wait render,xTime,xTimeWait,8,,,Y
PInet_UI_DynLoading2,6,Hello World,xUI,xGetText,finish_locator,,text_hello,Y
PInet_UI_DynControls,1,Reuse open browser + home,xReuse,PReuse_Inet_Open,,,,Y
PInet_UI_DynControls,2,Navigate url_dyn_controls,xUI,xNavigate,url_dyn_controls,,,Y
PInet_UI_DynControls,3,Settle,xTime,xTimeWait,2,,,Y
PInet_UI_DynControls,4,Remove,xUI,xClick,btn_remove,,,Y
PInet_UI_DynControls,5,Wait gone,xTime,xTimeWait,6,,,Y
PInet_UI_DynControls,6,It's gone,xUI,xGetText,dyn_message,,text_gone,Y
PInet_UI_DynControls,7,Enable,xUI,xClick,btn_enable,,,Y
PInet_UI_DynControls,8,Wait enabled,xTime,xTimeWait,6,,,Y
PInet_UI_DynControls,9,It's enabled,xUI,xGetText,dyn_message,,text_enabled,Y
PInet_UI_DynControls,10,Type into enabled,xUI,xType,type_dyn_enabled,,,Y
PInet_UI_DynContent,1,Reuse open browser + home,xReuse,PReuse_Inet_Open,,,,Y
PInet_UI_DynContent,2,Navigate url_dyn_content,xUI,xNavigate,url_dyn_content,,,Y
PInet_UI_DynContent,3,Settle,xTime,xTimeWait,2,,,Y
PInet_UI_DynContent,4,Heading,xUI,xGetText,h3_locator,,text_dyn_content,Y
PInet_UI_DynContent,5,Row text present,xUI,xGetText,dyn_row,,,Y
PInet_UI_EntryAd,1,Reuse open browser + home,xReuse,PReuse_Inet_Open,,,,Y
PInet_UI_EntryAd,2,Navigate url_entry_ad,xUI,xNavigate,url_entry_ad,,,Y
PInet_UI_EntryAd,3,Settle,xTime,xTimeWait,3,,,Y
PInet_UI_EntryAd,4,Close modal,xUI,xClick,btn_modal_close,,,Y
PInet_UI_EntryAd,5,Heading remains,xUI,xGetText,h3_locator,,text_entry_ad,Y
PInet_UI_ABTest,1,Reuse open browser + home,xReuse,PReuse_Inet_Open,,,,Y
PInet_UI_ABTest,2,Navigate url_ab,xUI,xNavigate,url_ab,,,Y
PInet_UI_ABTest,3,Settle,xTime,xTimeWait,2,,,Y
PInet_UI_ABTest,4,Heading present,xUI,xGetText,h3_locator,,,Y
PInet_UI_Disappear,1,Reuse open browser + home,xReuse,PReuse_Inet_Open,,,,Y
PInet_UI_Disappear,2,Navigate url_disappear,xUI,xNavigate,url_disappear,,,Y
PInet_UI_Disappear,3,Settle,xTime,xTimeWait,2,,,Y
PInet_UI_Disappear,4,Heading,xUI,xGetText,h3_locator,,text_disappear,Y
PInet_UI_Disappear,5,Click Home,xUI,xClick,nav_home,,,Y
PInet_UI_Disappear,6,Back home,xUI,xGetText,h1_locator,,text_welcome,Y
PInet_UI_FloatingMenu,1,Reuse open browser + home,xReuse,PReuse_Inet_Open,,,,Y
PInet_UI_FloatingMenu,2,Navigate url_floating,xUI,xNavigate,url_floating,,,Y
PInet_UI_FloatingMenu,3,Settle,xTime,xTimeWait,2,,,Y
PInet_UI_FloatingMenu,4,Heading,xUI,xGetText,h3_locator,,text_floating,Y
PInet_UI_FloatingMenu,5,About,xUI,xClick,menu_about,,,Y
PInet_UI_Notification,1,Reuse open browser + home,xReuse,PReuse_Inet_Open,,,,Y
PInet_UI_Notification,2,Navigate url_notify,xUI,xNavigate,url_notify,,,Y
PInet_UI_Notification,3,Settle,xTime,xTimeWait,2,,,Y
PInet_UI_Notification,4,Heading,xUI,xGetText,h3_locator,,text_notification_hdr,Y
PInet_UI_Notification,5,Flash present,xUI,xGetText,flash_locator,,,Y
PInet_UI_Notification,6,Click here refresh,xUI,xClick,link_click_here,,,Y
PInet_UI_Notification,7,Wait,xTime,xTimeWait,1,,,Y
PInet_UI_Notification,8,Flash again,xUI,xGetText,flash_locator,,,Y
PInet_UI_Redirect,1,Reuse open browser + home,xReuse,PReuse_Inet_Open,,,,Y
PInet_UI_Redirect,2,Navigate url_redirect,xUI,xNavigate,url_redirect,,,Y
PInet_UI_Redirect,3,Settle,xTime,xTimeWait,2,,,Y
PInet_UI_Redirect,4,Click here,xUI,xClick,link_redirect,,,Y
PInet_UI_Redirect,5,Wait,xTime,xTimeWait,2,,,Y
PInet_UI_Redirect,6,Status Codes,xUI,xGetText,h3_locator,,text_status_codes,Y
PInet_UI_Status404,1,Reuse open browser + home,xReuse,PReuse_Inet_Open,,,,Y
PInet_UI_Status404,2,Navigate url_status,xUI,xNavigate,url_status,,,Y
PInet_UI_Status404,3,Settle,xTime,xTimeWait,2,,,Y
PInet_UI_Status404,4,Open 404,xUI,xClick,link_status_404,,,Y
PInet_UI_Status404,5,Wait,xTime,xTimeWait,1,,,Y
PInet_UI_Status404,6,Body mentions 404,xUI,xGetText,body_locator,,text_status_404,Y
PInet_UI_Tables,1,Reuse open browser + home,xReuse,PReuse_Inet_Open,,,,Y
PInet_UI_Tables,2,Navigate url_tables,xUI,xNavigate,url_tables,,,Y
PInet_UI_Tables,3,Settle,xTime,xTimeWait,2,,,Y
PInet_UI_Tables,4,Heading,xUI,xGetText,h3_locator,,text_tables,Y
PInet_UI_Tables,5,First last name,xUI,xGetText,table1_cell,,,Y
PInet_UI_Tables,6,Edit link,xUI,xClick,table1_edit,,,Y
PInet_UI_ChallengingDOM,1,Reuse open browser + home,xReuse,PReuse_Inet_Open,,,,Y
PInet_UI_ChallengingDOM,2,Navigate url_challenging,xUI,xNavigate,url_challenging,,,Y
PInet_UI_ChallengingDOM,3,Settle,xTime,xTimeWait,2,,,Y
PInet_UI_ChallengingDOM,4,Heading,xUI,xGetText,h3_locator,,text_challenging,Y
PInet_UI_ChallengingDOM,5,Click button,xUI,xClick,btn_challenging,,,Y
PInet_UI_ChallengingDOM,6,Table cell,xUI,xGetText,table_cell,,,Y
PInet_UI_BrokenImages,1,Reuse open browser + home,xReuse,PReuse_Inet_Open,,,,Y
PInet_UI_BrokenImages,2,Navigate url_broken,xUI,xNavigate,url_broken,,,Y
PInet_UI_BrokenImages,3,Settle,xTime,xTimeWait,2,,,Y
PInet_UI_BrokenImages,4,Heading,xUI,xGetText,h3_locator,,text_broken,Y
PInet_UI_LargeDOM,1,Reuse open browser + home,xReuse,PReuse_Inet_Open,,,,Y
PInet_UI_LargeDOM,2,Navigate url_large,xUI,xNavigate,url_large,,,Y
PInet_UI_LargeDOM,3,Settle,xTime,xTimeWait,3,,,Y
PInet_UI_LargeDOM,4,Heading,xUI,xGetText,h3_locator,,text_large,Y
PInet_UI_LargeDOM,5,Deep cell,xUI,xGetText,large_cell,,,Y
PInet_UI_Typos,1,Reuse open browser + home,xReuse,PReuse_Inet_Open,,,,Y
PInet_UI_Typos,2,Navigate url_typos,xUI,xNavigate,url_typos,,,Y
PInet_UI_Typos,3,Settle,xTime,xTimeWait,2,,,Y
PInet_UI_Typos,4,Heading,xUI,xGetText,h3_locator,,text_typos,Y
PInet_UI_Shifting,1,Reuse open browser + home,xReuse,PReuse_Inet_Open,,,,Y
PInet_UI_Shifting,2,Navigate url_shifting,xUI,xNavigate,url_shifting,,,Y
PInet_UI_Shifting,3,Settle,xTime,xTimeWait,2,,,Y
PInet_UI_Shifting,4,Heading,xUI,xGetText,h3_locator,,text_shifting,Y
PInet_UI_ForgotPassword,1,Reuse open browser + home,xReuse,PReuse_Inet_Open,,,,Y
PInet_UI_ForgotPassword,2,Navigate url_forgot,xUI,xNavigate,url_forgot,,,Y
PInet_UI_ForgotPassword,3,Settle,xTime,xTimeWait,2,,,Y
PInet_UI_ForgotPassword,4,Email,xUI,xType,type_email,,,Y
PInet_UI_ForgotPassword,5,Retrieve,xUI,xClick,btn_retrieve,,,Y
PInet_UI_ForgotPassword,6,Wait,xTime,xTimeWait,2,,,Y
PInet_UI_ForgotPassword,7,Body responded,xUI,xGetText,body_locator,,,Y
PInet_UI_Viewport,1,Reuse open browser + home,xReuse,PReuse_Inet_Open,,,,Y
PInet_UI_Viewport,2,Mobile size,xUI,xSetViewport,viewport_mobile,,,Y
PInet_UI_Viewport,3,Home still welcome,xUI,xGetText,h1_locator,,text_welcome,Y
PInet_UI_Viewport,4,Desktop size,xUI,xSetViewport,viewport_desktop,,,Y
PInet_UI_CaptureTour,1,Reuse open browser + home,xReuse,PReuse_Inet_Open,,,,Y
PInet_UI_CaptureTour,2,Navigate url_login,xUI,xNavigate,url_login,,,Y
PInet_UI_CaptureTour,3,Settle,xTime,xTimeWait,2,,,Y
PInet_UI_CaptureTour,4,User,xUI,xType,type_user_ok,,,Y
PInet_UI_CaptureTour,5,Pass,xUI,xType,type_pass_ok,,,Y
PInet_UI_CaptureTour,6,Submit,xUI,xClick,btn_login,,,Y
PInet_UI_CaptureTour,7,Wait,xTime,xTimeWait,1,,,Y
PInet_UI_CaptureTour,8,Flash,xUI,xGetText,flash_locator,,text_login_ok,Y
PInet_UI_CaptureTour,9,Screenshot,xCapture,xCaptureImage,secure_area,,,Y
