PlanId,StepId,StepInfo,ActionType,ActionName,Input,Output,Expected,Critical
PBuild_FoXYiZDocs,1,Open app,xReuse,PReuse_OpenApp,,,,Y
PBuild_FoXYiZDocs,2,Click FoXYiZ,xUI,xClick,tagline_foxyiz,,,Y
PBuild_FoXYiZDocs,3,Docs modal body,xUI,xGetText,body_locator,,md,Y
PBuild_YpadCoverage,1,Open app,xReuse,PReuse_OpenApp,,,,Y
PBuild_YpadCoverage,2,Coverage chips,xUI,xGetText,ypad_coverage,,,N
PWs_ProjectsSelect,1,Open app,xReuse,PReuse_OpenApp,,,,Y
PWs_ProjectsSelect,2,Select present,xUI,xGetText,topbar_project_select,,,Y
PWs_AddProject,1,Open app,xReuse,PReuse_OpenApp,,,,Y
PWs_AddProject,2,Add button,xUI,xGetText,btn_topbar_add_project,,,Y
PRun_Controls,1,Open app,xReuse,PReuse_OpenApp,,,,Y
PRun_Controls,2,Go Run,xUI,xClick,btn_phase_run,,,Y
PRun_Controls,3,Run panel,xUI,xGetText,panel_run,,,Y
PAnalyze_Panel,1,Open app,xReuse,PReuse_OpenApp,,,,Y
PAnalyze_Panel,2,Go Analyze,xUI,xClick,btn_phase_analyze,,,Y
PAnalyze_Panel,3,Panel,xUI,xGetText,panel_analyze,,,Y
PHeal_Panel,1,Open app,xReuse,PReuse_OpenApp,,,,Y
PHeal_Panel,2,Go Heal,xUI,xClick,btn_phase_heal,,,Y
PHeal_Panel,3,Panel,xUI,xGetText,panel_heal,,,Y
PLoop_Panel,1,Open app,xReuse,PReuse_OpenApp,,,,Y
PLoop_Panel,2,Go Loop,xUI,xClick,btn_phase_loop,,,Y
PLoop_Panel,3,Panel,xUI,xGetText,panel_loop,,,Y
PBrahl_Panel,1,Open app,xReuse,PReuse_OpenApp,,,,Y
PBrahl_Panel,2,Go BRAHL,xUI,xClick,btn_phase_brahl,,,Y
PBrahl_Panel,3,Panel,xUI,xGetText,panel_brahl,,,Y
PSec_AuthRegisterOff,1,POST register,xAPI,xPost,post_register,,http_404,Y
PSec_HealthNoSecrets,1,GET health,xAPI,xGet,get_health,,http_200,Y
PSec_HealthNoSecrets,2,status ok,xJSON,xCompareJson,cmp_status_ok,,json_true,Y
PSec_HealthNoSecrets,3,desktop true,xJSON,xCompareJson,cmp_desktop_true,,json_true,Y
PSec_HealthNoSecrets,4,service BRAHL_Local,xJSON,xCompareJson,cmp_service,,json_true,Y
PApi_Health,1,API GET /api/health,xAPI,xGet,get_health,,http_200,Y
PApi_Version,1,API GET /api/version,xAPI,xGet,get_version,,http_200,Y
PApi_Suites,1,API GET /api/suites,xAPI,xGet,get_suites,,http_200,Y
PApi_Projects,1,API GET /api/projects,xAPI,xGet,get_projects,,http_200,Y
PApi_Workspace,1,API GET /api/workspace,xAPI,xGet,get_workspace,,http_200,Y
PApi_Configs,1,API GET /api/configs,xAPI,xGet,get_configs,,http_200,Y
PApi_Runs,1,API GET /api/runs,xAPI,xGet,get_runs,,http_200,Y
PApi_RevealY,1,Reveal y,xAPI,xPost,post_reveal_y,,http_200,Y
PApi_RevealY,2,ok true,xJSON,xCompareJson,cmp_ok_true,,json_true,Y
PApi_RevealY,3,which y,xJSON,xCompareJson,cmp_which_y,,json_true,Y
PApi_RevealZ,1,Reveal z,xAPI,xPost,post_reveal_z,,http_200,Y
PApi_RevealZ,2,ok true,xJSON,xCompareJson,cmp_ok_true,,json_true,Y
PApi_RevealZ,3,which z,xJSON,xCompareJson,cmp_which_z,,json_true,Y
PPerf_AppReady,1,Open app,xReuse,PReuse_OpenApp,,,,Y
PPerf_AppReady,2,Title,xUI,xGetText,app_title_locator,,BRAHL Local,Y
PPerf_Health,1,GET health,xAPI,xGet,get_health,,http_200,Y
PPerf_PhaseSwitch,1,Open app,xReuse,PReuse_OpenApp,,,,Y
PPerf_PhaseSwitch,2,Run,xUI,xClick,btn_phase_run,,,Y
PPerf_PhaseSwitch,3,Analyze,xUI,xClick,btn_phase_analyze,,,Y
PPerf_PhaseSwitch,4,Build,xUI,xClick,btn_phase_build,,,Y
PPerf_PhaseSwitch,5,Build panel,xUI,xGetText,panel_build,,,Y
PMan_TeamWorkspace,1,Visual check team hidden,xUI,xGetText,body_locator,,,N
PMan_AdvancedHidden,1,Visual check,xUI,xGetText,body_locator,,,N
